name,company,image,for_gender,rating,number_votes,main accords,description,top notes,middle notes,base notes,longevity,sillage,gender_vote,price value
Kismet,Lubin,https://fimgs.net/mdimg/perfume/375x500.40459.jpg,for women and men,4.64,11,{},"Kismet by Lubin is a fragrance for women and men. Kismet was launched in 1921.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 1, 'long lasting': 1, 'eternal': 2}","{'intimate': 0, 'moderate': 4, 'strong': 2, 'enormous': 1}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Crown Spiced Limes,The Crown Perfumery Co.,https://fimgs.net/mdimg/perfume/375x500.7271.jpg,for men,4.46,13,"{'aromatic': 100.0, 'citrus': 98.6275, 'mossy': 64.3137, 'earthy': 62.2549, 'soft spicy': 58.1373, 'woody': 56.0784, 'green': 53.3333, 'fresh spicy': 52.9902, 'conifer': 48.5294}","Crown Spiced Limes by The Crown Perfumery Co. is a Aromatic Spicy fragrance for men. Crown Spiced Limes was launched in 1921. The nose behind this fragrance is William Thomson. Top notes are Lime and Lemon; middle notes are Clary Sage, Basil and Coriander; base notes are Oakmoss and Vetiver.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Lime', 'Lemon']","['Clary Sage', 'Basil', 'Coriander']","['Oakmoss', 'Vetiver']","{'very weak': 1, 'weak': 0, 'moderate': 2, 'long lasting': 0, 'eternal': 0}","{'intimate': 1, 'moderate': 4, 'strong': 1, 'enormous': 3}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Cabiria,Parfums Bichara,https://fimgs.net/mdimg/perfume/375x500.40722.jpg,for women and men,NA,NA,{},"Cabiria by Parfums Bichara is a fragrance for women and men. Cabiria was launched in 1921. The nose behind this fragrance is Bichara Malhame.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Mismelis,L.T. Piver,https://fimgs.net/mdimg/perfume/375x500.40516.jpg,for women,NA,NA,{},"Mismelis by L.T. Piver is a fragrance for women. Mismelis was launched in 1921.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Chanel N°22,Chanel,https://fimgs.net/mdimg/perfume/375x500.1007.jpg,for women,4.26,1208,"{'white floral': 100.0, 'fresh': 56.8187, 'aldehydic': 52.749, 'woody': 50.0371, 'yellow floral': 50.0358, 'iris': 49.3401, 'floral': 48.3279, 'powdery': 46.3347, 'fresh spicy': 45.806, 'sweet': 45.5625}","Chanel N°22 by Chanel is a Floral Aldehyde fragrance for women. Chanel N°22 was launched in 1922. The nose behind this fragrance is Ernest Beaux. Top notes are Aldehydes, Neroli, Lily, Tuberose, Lily-of-the-Valley and Orange Blossom; middle notes are Ylang-Ylang, Jasmine, White Rose and Nutmeg; base notes are iris, Vanilla and Vetiver. Chanel N°22 whose composition is based on white flowers, is invited to symbolize White Look. It is believed that this composition, numbered 22, was amongst other presented to Coco Chanel by Ernest Beaux, but as her first perfume she chose the composition no.5. Chanel N°22 was launched in 1922, a year after the famous Chanel N°5.
The perfect, classical, silky fragrance of this perfume is composed of gorgeous jasmine, orange blossom, fresh green note of lilac and sweet rose. Aldehydes, bergamot, neroli and peach are in the top notes, while the base is woodsy and musky with balsamic notes of tonka, benzoin and opoponax. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Aldehydes', 'Neroli', 'Lily', 'Tuberose', 'Lily-of-the-Valley', 'Orange Blossom']","['Ylang-Ylang', 'Jasmine', 'White Rose', 'Nutmeg']","['iris', 'Vanilla', 'Vetiver']","{'very weak': 21, 'weak': 18, 'moderate': 72, 'long lasting': 91, 'eternal': 40}","{'intimate': 45, 'moderate': 124, 'strong': 119, 'enormous': 98}","{'female': 11, 'more female': 4, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 4, 'overpriced': 4, 'ok': 8, 'good value': 0, 'great value': 0}"
Les Exclusifs de Chanel No 22,Chanel,https://fimgs.net/mdimg/perfume/375x500.7142.jpg,for women,4.25,967,"{'white floral': 100.0, 'aldehydic': 84.5151, 'fresh': 83.612, 'yellow floral': 67.2352, 'woody': 55.3111, 'rose': 53.9799, 'floral': 53.3668, 'soapy': 52.4972, 'sweet': 52.4526, 'vanilla': 49.175}","Les Exclusifs de Chanel No 22 by Chanel is a Floral Aldehyde fragrance for women. Les Exclusifs de Chanel No 22 was launched in 1922. The nose behind this fragrance is Ernest Beaux. Top notes are Aldehydes, Neroli and Lily-of-the-Valley; middle notes are Ylang-Ylang, Jasmine, Rose and Tuberose; base notes are Vanille and vetyver. Created for Mademoiselle Chanel, this perfume is named after the year of its birth. 1922. Chanel expressed her affection towards simplicity, clarity and modernity.  Top notes are: lily-of-the-valley, neroli and aldehydes. Tender heart of oriental jasmine, rose and ylang-ylang from Comoro islands is deepened by the notes of the base (Haiti vetiver and Bourbon vanilla). No 22 is intensive, powdery – floral fragrance, refined, sweet and feminine.  It belongs to a luxurious collection Les Exclusifs de Chanel and is available in a 200 ml bottle. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Aldehydes', 'Neroli', 'Lily-of-the-Valley']","['Ylang-Ylang', 'Jasmine', 'Rose', 'Tuberose']","['Vanille', 'vetyver']","{'very weak': 14, 'weak': 11, 'moderate': 62, 'long lasting': 86, 'eternal': 32}","{'intimate': 31, 'moderate': 107, 'strong': 93, 'enormous': 73}","{'female': 6, 'more female': 1, 'unisex': 7, 'more male': 0, 'male': 1}","{'way overpriced': 0, 'overpriced': 3, 'ok': 5, 'good value': 2, 'great value': 0}"
Nuit de Noel,Caron,https://fimgs.net/mdimg/perfume/375x500.4581.jpg,for women,4.3,687,"{'woody': 100.0, 'yellow floral': 75.5748, 'mossy': 70.234, 'rose': 69.8779, 'powdery': 68.5872, 'amber': 64.7151, 'earthy': 58.1638, 'musky': 57.06, 'sweet': 55.4934, 'white floral': 55.1017}","Nuit de Noel by Caron is a Oriental Floral fragrance for women. Nuit de Noel was launched in 1922. The nose behind this fragrance is Ernest Daltroff. Top notes are Ylang-Ylang, tincture of rose and Jasmine; middle notes are oak moss and Sandalwood; base notes are Amber and Musk.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Ylang-Ylang', 'tincture of rose', 'Jasmine']","['oak moss', 'Sandalwood']","['Amber', 'Musk']","{'very weak': 11, 'weak': 9, 'moderate': 47, 'long lasting': 51, 'eternal': 18}","{'intimate': 16, 'moderate': 96, 'strong': 53, 'enormous': 39}","{'female': 3, 'more female': 3, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 1, 'ok': 2, 'good value': 0, 'great value': 0}"
Nuit de Noel Extrait de Parfum,Caron,https://fimgs.net/mdimg/perfume/375x500.34198.jpg,for women,4.64,132,"{'woody': 100.0, 'mossy': 74.6309, 'amber': 72.8692, 'powdery': 72.5462, 'yellow floral': 71.6947, 'rose': 68.7584, 'musky': 62.2987, 'earthy': 61.2416, 'sweet': 54.0772, 'white floral': 52.9027}","Nuit de Noel Extrait de Parfum by Caron is a Floral fragrance for women. Nuit de Noel Extrait de Parfum was launched in 1922. The nose behind this fragrance is Ernest Daltroff. Top notes are Ylang-Ylang, Rose and Jasmine; middle notes are Oakmoss and Sandalwood; base notes are Amber and Musk.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Ylang-Ylang', 'Rose', 'Jasmine']","['Oakmoss', 'Sandalwood']","['Amber', 'Musk']","{'very weak': 1, 'weak': 4, 'moderate': 9, 'long lasting': 14, 'eternal': 9}","{'intimate': 7, 'moderate': 23, 'strong': 14, 'enormous': 8}","{'female': 1, 'more female': 1, 'unisex': 5, 'more male': 0, 'male': 0}","{'way overpriced': 2, 'overpriced': 0, 'ok': 1, 'good value': 1, 'great value': 0}"
Bouquet de Faunes,Guerlain,https://fimgs.net/mdimg/perfume/375x500.30807.jpg,for women,4.11,18,"{'musky': 100.0, 'leather': 95.8182, 'powdery': 80.3637, 'animalic': 80.2424, 'woody': 73.7697, 'aromatic': 69.0909, 'amber': 61.3939, 'floral': 58.2424, 'smoky': 57.6363, 'sweet': 56.9697}","Bouquet de Faunes by Guerlain is a fragrance for women. Bouquet de Faunes was launched in 1922. The nose behind this fragrance is Jacques Guerlain. Top notes are Suede, Jasmine and Neroli; middle notes are Amber, Carnation, Jasmine, iris, Marjoram, Rose, Ylang-Ylang, Lavender, Violet, Geranium, Neroli and Brazilian Rosewood; base notes are Civetta, Castoreum, Leather, Musk, Amber, Tobacco, Vetiver, Tonka Bean, Patchouli, Costus and Vanilla.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Suede', 'Jasmine', 'Neroli']","['Amber', 'Carnation', 'Jasmine', 'iris', 'Marjoram', 'Rose', 'Ylang-Ylang', 'Lavender', 'Violet', 'Geranium', 'Neroli', 'Brazilian Rosewood']","['Civetta', 'Castoreum', 'Leather', 'Musk', 'Amber', 'Tobacco', 'Vetiver', 'Tonka Bean', 'Patchouli', 'Costus', 'Vanilla']","{'very weak': 0, 'weak': 0, 'moderate': 2, 'long lasting': 1, 'eternal': 7}","{'intimate': 3, 'moderate': 3, 'strong': 2, 'enormous': 15}","{'female': 0, 'more female': 1, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 1, 'ok': 0, 'good value': 0, 'great value': 0}"
Candide Effluve,Guerlain,https://fimgs.net/mdimg/perfume/375x500.11310.jpg,for women,4.42,24,"{'amber': 100.0, 'vanilla': 91.9231, 'powdery': 86.3528, 'floral': 71.5451, 'citrus': 64.6287, 'woody': 61.4722, 'sweet': 58.3156, 'yellow floral': 56.9231, 'aromatic': 56.5518, 'white floral': 55.0663}","Candide Effluve by Guerlain is a Oriental Floral fragrance for women. Candide Effluve was launched in 1922. The nose behind this fragrance is Jacques Guerlain. Candide Effluve perfume is the work of Jacques Guerlain from 1922. The perfume was re - launched as an exclusive and limited edition in 2007. The composition is oriental - floral with a heady vanilla base. It includes notes of bergamot, lemon, ylang-ylang, lilac, jasmine, orris root, angelica, patchouli, vetiver, benzoin, tonka bean, heliotrope, amber and vanilla.  Vintage bottle is signed by Baccarat design. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Ylang-Ylang', 'Jasmine', 'Benzoin', 'Heliotrope', 'Vanille', 'Orris Root', 'Lilac', 'Angelica', 'Tonka Bean', 'Amalfi Lemon', 'Amber', 'Vetiver', 'Bergamot', 'Patchouli']",[],"{'very weak': 3, 'weak': 3, 'moderate': 1, 'long lasting': 1, 'eternal': 3}","{'intimate': 1, 'moderate': 4, 'strong': 5, 'enormous': 8}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
L'Orgie (Orgia),Myrurgia,https://fimgs.net/mdimg/perfume/375x500.17027.jpg,for women,4.24,21,"{'fresh': 100.0, 'aldehydic': 86.6176, 'floral': 81.2132, 'musky': 76.3235, 'citrus': 72.9779, 'vanilla': 63.4559, 'mossy': 60.8823, 'woody': 59.8529, 'powdery': 57.7941, 'white floral': 55.7353}","L'Orgie (Orgia) by Myrurgia is a Floral Aldehyde fragrance for women. L'Orgie (Orgia) was launched in 1922. Top notes are Aldehydes and Citruses; middle notes are Floral Notes, Lily-of-the-Valley and Rose; base notes are Musk, Oakmoss, Tonka Bean, Woody Notes and Vanilla. L'Orgie (Orgia in Spanish) is a women's fragrance launched 1922nd year and re-launched the 1973rd The scent is described with ""a lot of flowers, lots of lights, lots of love."" The composition is floral - aldehyde, intense and dark. Contains accords of citrus, aldehydes, rose, lily of the valley, trees, musk, vanilla, tonka ... Original perfume bottle designed by Verrières Viard. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Aldehydes', 'Citruses']","['Floral Notes', 'Lily-of-the-Valley', 'Rose']","['Musk', 'Oakmoss', 'Tonka Bean', 'Woody Notes', 'Vanilla']","{'very weak': 1, 'weak': 0, 'moderate': 1, 'long lasting': 5, 'eternal': 3}","{'intimate': 2, 'moderate': 7, 'strong': 3, 'enormous': 8}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Sparkling Diamond 22,Krigler,https://fimgs.net/mdimg/perfume/375x500.8165.jpg,for women,3.06,18,"{'Champagne': 100.0, 'sweet': 99.1177, 'fruity': 91.7647, 'coconut': 85.8824, 'aldehydic': 80.0, 'musky': 65.2941, 'citrus': 60.0, 'lactonic': 49.5588, 'powdery': 47.6471, 'tropical': 46.7647}","Sparkling Diamond 22 by Krigler is a Aromatic Fruity fragrance for women. Sparkling Diamond 22 was launched in 1922. Sparkling Diamond was created in 1922 in Monte Carlo. Its composition is based on nectar of champagne with strawberry, coconut and musk. An intense, fresh and refined perfume, it is a symbol of chic. A piece of jewelry with its crystals inside the bottle.  Available as 50 and 100 ml EDP. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Champagne', 'Big Strawberry', 'Coconut', 'Musk']",[],"{'very weak': 0, 'weak': 0, 'moderate': 2, 'long lasting': 2, 'eternal': 0}","{'intimate': 1, 'moderate': 4, 'strong': 4, 'enormous': 3}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Padisha,Weil,https://fimgs.net/mdimg/perfume/375x500.45684.jpg,for women,3.0,2,"{'warm spicy': 100.0, 'woody': 95.3333, 'amber': 76.6666, 'patchouli': 76.6666, 'citrus': 70.8334, 'lavender': 70.8334, 'vanilla': 70.8334, 'powdery': 68.5, 'aromatic': 68.2083, 'floral': 65.875}","Padisha by Weil is a Oriental fragrance for women. Padisha was launched in 1922. Top notes are Neroli, Bergamot and Spicy Notes; middle notes are Lavender, Carnation and Orange Blossom; base notes are Patchouli, Amber, Vanilla and Sandalwood.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Neroli', 'Bergamot', 'Spicy Notes']","['Lavender', 'Carnation', 'Orange Blossom']","['Patchouli', 'Amber', 'Vanilla', 'Sandalwood']","{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 1}","{'intimate': 0, 'moderate': 2, 'strong': 0, 'enormous': 2}","{'female': 0, 'more female': 0, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 0, 'great value': 0}"
Safranor,L.T. Piver,https://fimgs.net/mdimg/perfume/375x500.40518.jpg,for women and men,4.0,1,"{'warm spicy': 100.0, 'leather': 48.0645}","Safranor by L.T. Piver is a fragrance for women and men. Safranor was launched in 1922.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Saffron', 'Spicy Notes']",[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 1, 'enormous': 1}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Mimeomai (Vintage Edition),Volnay,https://fimgs.net/mdimg/perfume/375x500.44306.jpg,for women,NA,NA,{},"Mimeomai (Vintage Edition) by Volnay is a fragrance for women. Mimeomai (Vintage Edition) was launched in 1922.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 1, 'strong': 0, 'enormous': 1}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Civa,Mury Paris,https://fimgs.net/mdimg/perfume/375x500.43440.jpg,for women,NA,NA,{},"Civa by Mury Paris is a Oriental fragrance for women. Civa was launched in 1922.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Volt,L.T. Piver,https://fimgs.net/mdimg/perfume/375x500.40520.jpg,for women,NA,NA,{},"Volt by L.T. Piver is a fragrance for women. Volt was launched in 1922.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Vivitz,L.T. Piver,https://fimgs.net/mdimg/perfume/375x500.40519.jpg,for women,NA,NA,{},"Vivitz by L.T. Piver is a fragrance for women. Vivitz was launched in 1922.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 1}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Aventurine,L.T. Piver,https://fimgs.net/mdimg/perfume/375x500.40517.jpg,for women and men,NA,NA,{},"Aventurine by L.T. Piver is a fragrance for women and men. Aventurine was launched in 1922.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],[],[],"{'very weak': 0, 'weak': 0, 'moderate': 0, 'long lasting': 0, 'eternal': 0}","{'intimate': 0, 'moderate': 0, 'strong': 0, 'enormous': 0}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Bain de Champagne (Royal Bain de Caron),Caron,https://fimgs.net/mdimg/perfume/375x500.4580.jpg,for women and men,4.04,584,"{'amber': 100.0, 'vanilla': 61.8833, 'balsamic': 61.1664, 'floral': 55.2978, 'woody': 52.8857, 'powdery': 50.4612, 'warm spicy': 50.3162, 'sweet': 49.8934, 'rose': 49.3961}","Bain de Champagne (Royal Bain de Caron) by Caron is a Oriental Floral fragrance for women and men. Bain de Champagne (Royal Bain de Caron) was launched in 1923. The nose behind this fragrance is Ernest Daltroff. Top notes are Lilac and Rose; middle notes are Opoponax, Benzoin and Incense; base notes are Vanilla, Amber, Sandalwood, Musk and Cedar.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Lilac', 'Rose']","['Opoponax', 'Benzoin', 'Incense']","['Vanilla', 'Amber', 'Sandalwood', 'Musk', 'Cedar']","{'very weak': 10, 'weak': 20, 'moderate': 49, 'long lasting': 39, 'eternal': 29}","{'intimate': 41, 'moderate': 84, 'strong': 49, 'enormous': 55}","{'female': 6, 'more female': 5, 'unisex': 1, 'more male': 1, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 4, 'good value': 3, 'great value': 2}"
Felce Azzurra,Paglieri,https://fimgs.net/mdimg/perfume/375x500.22615.jpg,for women,4.48,66,"{'musky': 100.0, 'powdery': 65.0}","Felce Azzurra by Paglieri is a fragrance for women. Felce Azzurra was launched in 1923.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],['Musk'],[],"{'very weak': 1, 'weak': 5, 'moderate': 7, 'long lasting': 7, 'eternal': 6}","{'intimate': 2, 'moderate': 18, 'strong': 9, 'enormous': 9}","{'female': 0, 'more female': 1, 'unisex': 3, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 1, 'good value': 2, 'great value': 1}"
Narcisse Blanc,Caron,https://fimgs.net/mdimg/perfume/375x500.7429.jpg,for women,3.94,70,"{'white floral': 100.0, 'citrus': 92.5386, 'woody': 65.4418, 'powdery': 64.7545, 'iris': 52.5806, 'aromatic': 52.5316, 'musky': 51.5989, 'sweet': 48.8499, 'earthy': 48.4572, 'floral': 46.1991}","Narcisse Blanc by Caron is a Floral fragrance for women. Narcisse Blanc was launched in 1923. The nose behind this fragrance is Ernest Daltroff. Top notes are Orange Blossom, Neroli, Orange and Petitgrain; middle notes are Jasmine, tincture of rose and Lime; base notes are iris, Musk, Sandalwood, vetyver and Amber.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Orange Blossom', 'Neroli', 'Orange', 'Petitgrain']","['Jasmine', 'tincture of rose', 'Lime']","['iris', 'Musk', 'Sandalwood', 'vetyver', 'Amber']","{'very weak': 0, 'weak': 1, 'moderate': 5, 'long lasting': 7, 'eternal': 2}","{'intimate': 6, 'moderate': 10, 'strong': 5, 'enormous': 2}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Narcisse Blanc Parfum,Caron,https://fimgs.net/mdimg/perfume/375x500.35285.jpg,for women,4.3,20,"{'citrus': 100.0, 'white floral': 85.8358, 'powdery': 68.3187, 'iris': 60.1075, 'woody': 54.8524, 'musky': 51.8964, 'rose': 49.7068, 'sweet': 47.654, 'floral': 47.1065, 'amber': 46.4223}","Narcisse Blanc Parfum by Caron is a Floral fragrance for women. Narcisse Blanc Parfum was launched in 1923. The nose behind this fragrance is Ernest Daltroff. Top notes are Neroli, Orange Blossom, Orange and Petitgrain; middle notes are Jasmine, Rose and Lime; base notes are iris, Musk, Amber and Sandalwood.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Neroli', 'Orange Blossom', 'Orange', 'Petitgrain']","['Jasmine', 'Rose', 'Lime']","['iris', 'Musk', 'Amber', 'Sandalwood']","{'very weak': 0, 'weak': 0, 'moderate': 2, 'long lasting': 2, 'eternal': 0}","{'intimate': 2, 'moderate': 3, 'strong': 0, 'enormous': 6}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
Paris,Coty,https://fimgs.net/mdimg/perfume/375x500.26758.jpg,for women,4.29,24,"{'floral': 100.0, 'powdery': 72.3437, 'musky': 68.4375, 'vanilla': 61.5625, 'fresh': 55.3125, 'rose': 52.8125, 'green': 51.5625, 'animalic': 50.3125, 'aldehydic': 48.75, 'yellow floral': 47.1875}","Paris by Coty is a Floral fragrance for women. Paris was launched in 1923. The nose behind this fragrance is Francois Coty.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Lilac', 'Heliotrope', 'Civet', 'Aldehydes', 'Hyacinth', 'Musk', 'Ylang-Ylang', 'Bulgarian Rose', 'Carnation', 'Vanilla']",[],"{'very weak': 1, 'weak': 0, 'moderate': 1, 'long lasting': 2, 'eternal': 1}","{'intimate': 0, 'moderate': 5, 'strong': 4, 'enormous': 5}","{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 0, 'good value': 0, 'great value': 0}"
